contract_symbol,last_trade_date,strike,last_price,bid,ask,price_change,percent_change,volume,open_interest,yf_implied_volatility,in_the_money,contract_size,currency,expiration,option_type,spot_price,ticker,fetch_timestamp
SPY260630P00670000,2026-02-23 20:14:13+00:00,670.0,21.99,21.42,21.5,2.8500004,14.890285,122.0,928.0,0.1713797462463379,False,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00675000,2026-02-23 20:34:18+00:00,675.0,23.49,22.9,22.97,3.369999,16.749496,39.0,883.0,0.16606974075317388,False,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00680000,2026-02-23 20:57:25+00:00,680.0,24.82,24.5,24.58,3.08,14.167434,152.0,2752.0,0.1608207698059082,False,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00685000,2026-02-23 20:46:37+00:00,685.0,26.95,26.23,26.32,3.7200012,16.01378,80.0,1103.0,0.1554802470397949,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00690000,2026-02-23 20:59:20+00:00,690.0,28.99,28.12,28.21,3.9499989,15.774755,368.0,2959.0,0.15009394836425782,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00695000,2026-02-23 20:16:09+00:00,695.0,31.25,30.17,30.27,4.0300007,14.805293,117.0,1966.0,0.14469239105224607,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00700000,2026-02-23 19:52:59+00:00,700.0,33.26,32.24,32.72,4.209999,14.492252,14.0,1206.0,0.14058781784057617,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00705000,2026-02-23 20:46:22+00:00,705.0,35.88,34.64,36.57,4.950001,16.003881,3.0,805.0,0.14447877014160154,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00710000,2026-02-23 17:39:45+00:00,710.0,39.06,36.15,39.37,5.2800026,15.630558,18.0,156.0,0.14040471420288086,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00715000,2026-02-23 16:02:50+00:00,715.0,41.1,39.1,42.1,5.34,14.932887,4.0,94.0,0.1344080700683594,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00720000,2026-02-20 18:51:17+00:00,720.0,39.25,42.25,45.47,0.0,0.0,1.0,996.0,0.13152418777465819,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00725000,2026-02-20 18:54:14+00:00,725.0,41.91,45.71,48.9,0.0,0.0,5.0,119.0,0.1276179768371582,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00730000,2026-02-13 14:52:15+00:00,730.0,53.0,49.06,52.58,0.0,0.0,897.0,914.0,0.12413900772094727,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00735000,2026-02-05 17:55:52+00:00,735.0,56.55,52.98,56.5,0.0,0.0,10.0,3270.0,0.12117883224487305,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00740000,2026-02-17 15:42:17+00:00,740.0,64.93,57.14,60.65,0.0,0.0,1.0,24.0,0.11893581268310546,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00745000,2026-01-14 15:28:09+00:00,745.0,57.0,61.48,64.99,0.0,0.0,1.0,60.0,0.1173489144897461,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00750000,2026-02-17 19:25:12+00:00,750.0,65.85,66.0,69.52,0.0,0.0,4.0,10.0,0.11695218994140624,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00755000,2025-11-20 20:57:44+00:00,755.0,102.0,63.27,66.63,0.0,0.0,3.0,2.0,1.0000000000000003e-05,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00760000,2026-02-17 15:00:11+00:00,760.0,83.0,75.48,79.0,0.0,0.0,1.0,0.0,0.11988184814453123,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00770000,2025-12-29 16:18:06+00:00,770.0,82.9,76.95,80.32,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00780000,2025-11-04 20:20:06+00:00,780.0,104.13,88.79,91.82,0.0,0.0,1.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00800000,2026-02-18 15:18:31+00:00,800.0,111.58,115.48,118.99,0.0,0.0,1.0,1.0,0.16199568481445312,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00805000,2026-02-12 21:05:36+00:00,805.0,123.89,120.48,123.99,0.0,0.0,1.0,0.0,0.1669394830322266,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00820000,2026-01-29 17:29:07+00:00,820.0,130.48,135.48,138.99,0.0,0.0,,0.0,0.1814962222290039,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00825000,2026-02-03 20:56:05+00:00,825.0,135.54,140.48,143.99,0.0,0.0,2.0,0.0,0.1862263995361328,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260630P00830000,2026-02-03 20:56:05+00:00,830.0,140.56,145.48,148.99,0.0,0.0,,0.0,0.1909260595703125,True,REGULAR,USD,2026-06-30,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00445000,2026-02-17 19:51:08+00:00,445.0,246.0,242.79,246.05,0.0,0.0,,2.0,0.5074206973266601,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00450000,2026-02-10 18:49:47+00:00,450.0,250.3,237.99,241.24,0.0,0.0,,2.0,0.4998524136352539,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00465000,2026-02-18 15:15:33+00:00,465.0,230.29,223.59,226.84,0.0,0.0,,6.0,0.4775137698364258,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00485000,2026-02-23 20:03:08+00:00,485.0,204.82,204.46,207.73,-8.199997,-3.8494022,6.0,1.0,0.4485833950805663,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00490000,2026-02-09 18:52:24+00:00,490.0,213.7,199.7,203.04,0.0,0.0,,1.0,0.4423578713989258,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00500000,2026-02-20 20:57:02+00:00,500.0,198.25,190.22,193.56,0.0,0.0,7.0,10.0,0.42842673629760747,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00510000,2026-02-13 20:56:52+00:00,510.0,181.46,180.78,184.12,0.0,0.0,,1.0,0.41473973937988284,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00525000,2026-01-29 19:36:25+00:00,525.0,178.32,166.71,170.11,0.0,0.0,,6.0,0.3953002365112305,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00530000,2026-02-13 20:47:21+00:00,530.0,162.5,162.06,165.45,0.0,0.0,,8.0,0.38875428146362306,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00545000,2026-02-19 18:49:27+00:00,545.0,150.7,148.17,151.58,0.0,0.0,,1.0,0.36960469268798823,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00560000,2026-02-18 20:49:35+00:00,560.0,138.87,134.45,137.91,0.0,0.0,,2.0,0.3512790702819824,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00565000,2026-02-17 18:20:52+00:00,565.0,130.0,129.93,133.39,0.0,0.0,,0.0,0.3452213916015625,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00570000,2026-02-17 19:16:51+00:00,570.0,128.44,125.43,128.89,0.0,0.0,1.0,2.0,0.33919423019409173,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00575000,2026-02-02 20:43:34+00:00,575.0,135.35,120.95,124.43,0.0,0.0,,2.0,0.3333349137878418,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00585000,2026-02-17 15:22:49+00:00,585.0,110.24,112.08,115.04,0.0,0.0,5.0,2.0,0.3174048973083496,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00595000,2026-02-17 14:57:13+00:00,595.0,101.06,103.34,106.32,0.0,0.0,2.0,404.0,0.306220316772461,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00600000,2026-02-06 15:09:48+00:00,600.0,99.97,99.01,102.02,-2.909996,-2.8285344,3.0,15.0,0.3007577249145508,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00605000,2026-02-17 16:23:21+00:00,605.0,97.01,95.44,97.42,0.0,0.0,6.0,4.0,0.29291478576660146,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00610000,2026-02-18 15:06:11+00:00,610.0,96.49,91.21,93.14,0.0,0.0,1.0,15.0,0.28719279708862294,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00615000,2026-02-18 15:17:03+00:00,615.0,92.52,87.02,88.9,0.0,0.0,2.0,32.0,0.2815165843200683,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00620000,2026-02-23 21:03:53+00:00,620.0,83.6,82.88,84.69,-2.5200043,-2.9261544,5.0,290.0,0.27580985427856436,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00621000,2026-02-19 15:15:29+00:00,621.0,84.54,82.05,83.85,0.0,0.0,4.0,5.0,0.27465019790649414,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00622000,2026-01-26 15:03:50+00:00,622.0,91.99,81.23,83.02,0.0,0.0,,1.0,0.27354394676208493,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00623000,2026-02-19 15:40:00+00:00,623.0,83.74,80.41,82.19,0.0,0.0,2.0,92.0,0.27243006629943844,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00624000,2026-02-11 19:01:51+00:00,624.0,88.92,79.59,81.36,0.0,0.0,2.0,2.0,0.2713085565185547,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00625000,2026-02-23 17:30:54+00:00,625.0,78.77,78.77,80.53,-9.43,-10.69161,1.0,7.0,0.270164158782959,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00628000,2026-02-17 16:24:03+00:00,628.0,77.64,76.33,78.05,0.0,0.0,1.0,3.0,0.26676148284912116,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00630000,2026-02-18 17:53:10+00:00,630.0,79.9,74.72,76.4,0.0,0.0,3.0,28.0,0.26444979942321767,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00631000,2026-02-20 16:11:12+00:00,631.0,78.75,73.91,75.58,0.0,0.0,2.0,11.0,0.2633130310058594,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00632000,2026-02-11 14:30:24+00:00,632.0,85.31,73.11,74.77,0.0,0.0,1.0,2.0,0.26222966781616214,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00633000,2026-02-03 17:47:16+00:00,633.0,78.98,72.31,73.95,0.0,0.0,2.0,3.0,0.26105475280761714,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00634000,2026-02-23 15:58:11+00:00,634.0,72.28,71.51,73.14,-6.9500046,-8.771935,1.0,13.0,0.2599561309814453,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00635000,2026-02-09 20:31:55+00:00,635.0,81.52,70.71,72.33,0.0,0.0,10.0,2.0,0.2588269918823243,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00636000,2026-02-09 15:39:27+00:00,636.0,79.56,69.91,71.52,0.0,0.0,1.0,1.0,0.25769022346496584,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00638000,2026-02-20 15:53:56+00:00,638.0,73.45,68.33,69.9,0.0,0.0,1.0,36.0,0.2553785400390626,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00639000,2026-01-30 20:57:01+00:00,639.0,77.39,67.54,69.1,0.0,0.0,1.0,1.0,0.25427228889465336,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00640000,2026-02-18 16:45:15+00:00,640.0,71.6,66.75,68.3,0.0,0.0,1.0,16.0,0.2531507791137696,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00643000,2026-02-02 14:33:15+00:00,643.0,73.22,64.4,65.91,0.0,0.0,1.0,0.0,0.24976336181640624,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00645000,2026-02-20 19:43:37+00:00,645.0,67.51,62.85,64.32,0.0,0.0,1.0,87.0,0.2474593077087402,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00648000,2026-02-09 16:44:18+00:00,648.0,71.16,60.54,61.96,0.0,0.0,11.0,5.0,0.24404900245666503,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00650000,2026-02-20 18:22:10+00:00,650.0,58.71,59.01,60.4,-3.6100006,-5.792684,2.0,61.0,0.24178309494018557,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00653000,2026-02-17 15:15:47+00:00,653.0,54.05,56.74,58.08,0.0,0.0,1.0,2.0,0.23841093627929685,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00654000,2026-02-04 19:35:59+00:00,654.0,60.76,55.99,57.31,0.0,0.0,,1.0,0.23726653854370117,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00655000,2026-02-23 19:25:08+00:00,655.0,55.02,55.24,56.55,-9.329998,-14.498832,8.0,2.0,0.2361755460357666,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00656000,2026-02-13 20:27:41+00:00,656.0,54.44,54.5,55.78,0.0,0.0,1.0,10.0,0.23500826034545896,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00657000,2026-01-29 17:14:50+00:00,657.0,62.45,53.75,55.02,0.0,0.0,,124.0,0.23387912124633786,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00659000,2026-02-10 20:56:47+00:00,659.0,60.07,52.28,53.51,0.0,0.0,2.0,1.0,0.2316361016845703,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00660000,2026-02-23 15:56:23+00:00,660.0,51.98,51.54,52.76,-4.3500023,-7.7223544,1.0,18.0,0.23052222122192384,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00662000,2026-02-12 17:18:26+00:00,662.0,52.27,50.09,51.26,0.0,0.0,2.0,5.0,0.22824868438720702,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00664000,2026-02-19 15:29:23+00:00,664.0,50.31,48.64,49.78,0.0,0.0,1.0,1.0,0.22601329414367674,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00665000,2026-02-20 18:59:43+00:00,665.0,52.59,47.92,49.04,0.0,0.0,24.0,74.0,0.22486889640808103,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00666000,2026-02-20 14:32:00+00:00,666.0,47.64,47.21,48.31,0.0,0.0,1.0,2.0,0.22376264526367184,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00670000,2026-02-19 15:50:54+00:00,670.0,46.59,44.39,45.41,0.0,0.0,1.0,12.0,0.21929186477661133,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00671000,2026-02-06 16:45:19+00:00,671.0,48.68,43.7,44.69,0.0,0.0,1.0,2.0,0.2181550963592529,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00672000,2026-02-12 17:14:10+00:00,672.0,45.45,43.01,43.98,0.0,0.0,1.0,0.0,0.21704884521484374,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00673000,2026-02-06 16:00:37+00:00,673.0,45.9,42.32,43.27,0.0,0.0,5.0,5.0,0.21593496475219726,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00675000,2026-02-20 14:37:26+00:00,675.0,42.35,40.96,41.86,0.0,0.0,1.0,146.0,0.2136919451904297,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00676000,2026-02-17 16:08:42+00:00,676.0,40.0,40.28,41.17,0.0,0.0,61.0,27.0,0.21262384063720702,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00677000,2026-02-23 19:36:05+00:00,677.0,39.0,39.61,40.47,0.29999924,0.7751918,2.0,4.0,0.2114794429016113,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00678000,2026-02-17 15:51:50+00:00,678.0,37.1,38.94,39.78,0.0,0.0,2.0,8.0,0.21038082107543943,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00679000,2026-02-18 15:38:48+00:00,679.0,41.7,38.28,39.1,0.0,0.0,1.0,5.0,0.20930508720397947,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00680000,2026-02-23 20:30:48+00:00,680.0,37.6,37.62,38.42,-3.9400024,-9.484839,9.0,41.0,0.20821409469604485,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00681000,2026-02-23 20:47:28+00:00,681.0,36.67,37.21,37.53,-3.8300018,-9.456795,24.0,11.0,0.20591766990661617,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00682000,2026-02-23 20:56:40+00:00,682.0,36.0,36.3,37.08,-3.8400002,-9.638555,2.0,7.0,0.20607025627136227,True,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00683000,2026-02-23 16:23:21+00:00,683.0,35.38,35.65,36.42,-1.9099998,-5.122016,4.0,7.0,0.20502503967285152,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00684000,2026-02-23 15:52:11+00:00,684.0,35.59,34.99,35.77,-3.329998,-8.556008,1.0,14.0,0.2040027110290527,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00685000,2026-02-23 20:49:30+00:00,685.0,34.36,34.35,35.12,-3.7000008,-9.721494,19.0,346.0,0.20296512374877929,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00686000,2026-02-23 15:08:03+00:00,686.0,35.47,34.12,34.19,-1.0200005,-2.7952876,6.0,136.0,0.20034063827514648,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00687000,2026-02-20 18:46:02+00:00,687.0,37.1,33.48,33.55,0.0,0.0,2.0,13.0,0.19931830963134767,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00688000,2026-02-20 20:03:32+00:00,688.0,36.13,32.85,32.92,0.0,0.0,11.0,33.0,0.19831123962402342,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00689000,2026-02-20 19:39:05+00:00,689.0,35.28,32.22,32.29,0.0,0.0,5.0,6.0,0.1972889109802246,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00690000,2026-02-23 19:49:17+00:00,690.0,30.77,31.59,31.66,-4.4300003,-12.585228,2.0,274.0,0.19625132369995119,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00691000,2026-02-23 20:20:55+00:00,691.0,30.04,30.98,31.05,-4.09,-11.983592,2.0,20.0,0.19529002960205077,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00692000,2026-02-20 18:41:05+00:00,692.0,33.27,30.36,30.43,0.0,0.0,6.0,37.0,0.19424481300354005,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00693000,2026-02-23 15:08:47+00:00,693.0,30.86,29.75,29.82,-1.0599995,-3.3208003,1.0,177.0,0.19323011367797854,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00694000,2026-02-23 19:49:17+00:00,694.0,28.33,29.15,29.22,-1.2700005,-4.290542,1.0,46.0,0.19225356094360352,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00695000,2026-02-23 20:02:14+00:00,695.0,27.77,28.55,28.62,-3.619999,-11.532331,1.0,180.0,0.19124649093627932,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00696000,2026-02-20 16:47:21+00:00,696.0,30.83,27.96,28.03,0.0,0.0,20.0,98.0,0.1902699382019043,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00697000,2026-02-23 20:06:32+00:00,697.0,26.57,27.37,27.44,-2.2800007,-7.9029484,4.0,210.0,0.1892628681945801,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00698000,2026-02-23 20:05:55+00:00,698.0,26.0,26.79,26.86,-2.8899994,-10.00346,4.0,109.0,0.18827868614196777,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00699000,2026-02-23 18:18:12+00:00,699.0,26.23,26.21,26.28,-2.1200008,-7.4779572,2.0,99.0,0.18727161613464358,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00700000,2026-02-23 20:05:56+00:00,700.0,24.87,25.64,25.71,-3.4499989,-12.1821995,6.0,337.0,0.18629506340026855,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00701000,2026-02-23 20:06:54+00:00,701.0,24.31,25.08,25.14,-2.6200008,-9.72893,7.0,196.0,0.1852879933929443,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00702000,2026-02-23 20:14:14+00:00,702.0,23.66,24.52,24.58,-3.0499992,-11.418942,2.0,151.0,0.18430381134033202,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00703000,2026-02-23 20:27:40+00:00,703.0,23.24,23.96,24.03,-2.210001,-8.683697,4.0,243.0,0.18335777587890623,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00704000,2026-02-23 20:08:09+00:00,704.0,22.65,23.42,23.49,-3.25,-12.548263,10.0,316.0,0.1824269990539551,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00705000,2026-02-23 20:27:07+00:00,705.0,22.23,22.88,22.94,-2.6599998,-10.687023,10.0,242.0,0.18141229972839354,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00706000,2026-02-23 20:27:40+00:00,706.0,21.65,22.34,22.41,-2.4500008,-10.165978,19.0,330.0,0.18048152290344238,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00707000,2026-02-23 20:27:43+00:00,707.0,21.14,21.82,21.88,-3.42,-13.925082,8.0,277.0,0.179520228805542,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00708000,2026-02-23 20:27:43+00:00,708.0,20.62,21.3,21.36,-2.5999985,-11.197238,19.0,269.0,0.1785818226623535,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00709000,2026-02-23 20:27:44+00:00,709.0,20.11,20.78,20.85,-2.3799992,-10.582478,13.0,191.0,0.17767393379211424,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260731C00710000,2026-02-23 20:26:21+00:00,710.0,19.68,20.27,20.34,-2.3600006,-10.707807,4.0,213.0,0.1767355276489258,False,REGULAR,USD,2026-07-31,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
